id,booking_status_pred,Cancellation_prob
42217,0,0.14079528
42218,0,0.026495794
42219,0,0.20012562
42220,0,0.23595098
42221,1,0.68490446
42222,0,0.49525872
42223,0,0.113365084
42224,1,0.94064057
42225,1,0.724179
42226,1,0.89075696
42227,0,0.07381595
42228,1,0.5051558
42229,0,0.09427625
42230,0,0.25994036
42231,1,0.70891833
42232,1,0.60204494
42233,0,0.04288226
42234,1,0.5586768
42235,0,0.08741366
42236,0,0.03247521
42237,1,0.8137642
42238,0,0.40669334
42239,0,0.373843
42240,1,0.9288732
42241,1,0.6986659
42242,0,0.09550229
42243,1,0.8970932
42244,0,0.2344794
42245,1,0.6499836
42246,1,0.94226193
42247,1,0.8242366
42248,1,0.53694963
42249,1,0.87541366
42250,0,0.3247374
42251,0,0.2813121
42252,1,0.7858423
42253,1,0.72227454
42254,0,0.04153936
42255,0,0.12693185
42256,1,0.70627224
42257,1,0.664934
42258,0,0.33244514
42259,1,0.7231348
42260,1,0.5815493
42261,1,0.76567984
42262,1,0.9172989
42263,1,0.95854425
42264,0,0.091186345
42265,1,0.77901894
42266,0,0.02222792
42267,0,0.20552817
42268,1,0.70669633
42269,0,0.09396244
42270,1,0.89933914
42271,1,0.7398818
42272,0,0.054668184
42273,0,0.10553155
42274,1,0.77146095
42275,0,0.41597512
42276,0,0.07642087
42277,0,0.10098477
42278,0,0.0696112
42279,0,0.37277716
42280,0,0.4350789
42281,0,0.007357633
42282,0,0.43426642
42283,0,0.14715387
42284,0,0.47061458
42285,0,0.08359381
42286,0,0.026424205
42287,1,0.75279444
42288,0,0.30304185
42289,1,0.7544303
42290,0,0.02370847
42291,1,0.88435864
42292,0,0.19417763
42293,1,0.80446404
42294,1,0.9708253
42295,0,0.068240166
42296,0,0.08626348
42297,0,0.2084061
42298,0,0.07087148
42299,1,0.84070486
42300,0,0.49852455
42301,0,0.23213446
42302,0,0.14138153
42303,0,0.1766153
42304,0,0.11936824
42305,0,0.25700945
42306,0,0.25319213
42307,0,0.11200569
42308,0,0.13678595
42309,0,0.2936583
42310,0,0.43599376
42311,1,0.71983683
42312,0,0.07016773
42313,1,0.8204583
42314,1,0.6471748
42315,0,0.18039832
42316,1,0.6801106
42317,0,0.28648224
42318,0,0.43189603
42319,0,0.023194226
42320,0,0.3769425
42321,0,0.36065263
42322,1,0.90678316
42323,0,0.02165604
42324,1,0.7861933
42325,0,0.10866512
42326,1,0.69518477
42327,0,0.04669262
42328,0,0.14428638
42329,0,0.3741335
42330,1,0.8063038
42331,0,0.41184026
42332,0,0.25289652
42333,1,0.80181307
42334,0,0.019676
42335,1,0.786478
42336,0,0.06619792
42337,1,0.7105309
42338,0,0.3009065
42339,0,0.004966143
42340,0,0.1491659
42341,1,0.71446496
42342,1,0.8794202
42343,0,0.43206194
42344,0,0.19239523
42345,0,0.022378001
42346,1,0.9724866
42347,1,0.78071135
42348,1,0.86310893
42349,0,0.1168223
42350,0,0.3511797
42351,0,0.05201069
42352,1,0.7274368
42353,1,0.8137638
42354,0,0.065171115
42355,0,0.22585535
42356,0,0.44487894
42357,0,0.00092983275
42358,1,0.8424823
42359,0,0.07187935
42360,1,0.6043388
42361,0,0.12970844
42362,1,0.79056007
42363,0,0.15430135
42364,0,0.4037465
42365,0,0.22917159
42366,0,0.05485239
42367,1,0.7687476
42368,0,0.48130178
42369,1,0.8155303
42370,0,0.34171697
42371,0,0.038606357
42372,0,0.30613863
42373,1,0.9104139
42374,1,0.6748488
42375,0,0.4911026
42376,0,0.09392017
42377,1,0.9313051
42378,1,0.6197251
42379,0,0.27405363
42380,0,0.034554884
42381,1,0.51760906
42382,1,0.5891387
42383,1,0.92416984
42384,0,0.18889078
42385,0,0.0070888633
42386,1,0.78180903
42387,1,0.7390981
42388,0,0.04095947
42389,0,0.00747644
42390,1,0.8577532
42391,0,0.04544747
42392,0,0.09964969
42393,0,0.08920479
42394,0,0.32084715
42395,1,0.5437594
42396,0,0.20501123
42397,1,0.9298371
42398,0,0.05520364
42399,1,0.7823294
42400,0,0.4512938
42401,0,0.16551733
42402,1,0.7823368
42403,1,0.60622907
42404,0,0.26853043
42405,0,0.27448753
42406,0,0.3350919
42407,0,0.10543086
42408,0,0.12254474
42409,0,0.38302827
42410,1,0.74099636
42411,0,4.557681e-10
42412,1,0.9232087
42413,1,0.71019375
42414,1,0.77295
42415,0,0.26186374
42416,1,0.8587028
42417,0,0.15090775
42418,0,0.4835245
42419,0,0.28168836
42420,0,0.11227719
42421,0,0.05321737
42422,0,0.47966248
42423,1,0.65300375
42424,1,0.87733424
42425,0,0.4186529
42426,0,0.44160172
42427,0,0.047263775
42428,0,0.25673148
42429,1,0.9126122
42430,0,0.1955311
42431,1,0.79717404
42432,1,0.90715694
42433,0,0.109021455
42434,0,0.00017641766
42435,0,0.11664354
42436,0,0.38063195
42437,0,0.17271326
42438,0,0.2735574
42439,1,0.96217364
42440,0,0.14993297
42441,1,0.9389292
42442,0,0.10455431
42443,0,0.1697773
42444,0,0.04797181
42445,0,0.04940171
42446,1,0.7827318
42447,0,0.12270925
42448,0,0.048756875
42449,0,0.20834337
42450,0,0.16559426
42451,0,0.19940366
42452,0,0.02431069
42453,0,0.18102348
42454,0,0.14985938
42455,0,0.3161487
42456,0,0.33829376
42457,0,0.014393534
42458,0,0.22957431
42459,0,0.40018216
42460,1,0.77780455
42461,0,0.06639648
42462,1,0.62673795
42463,0,0.24453099
42464,1,0.8099064
42465,0,0.13455848
42466,1,0.80947715
42467,0,0.42241216
42468,0,0.36921504
42469,0,0.16266486
42470,0,0.1854374
42471,1,0.583604
42472,0,0.39444625
42473,0,0.06412683
42474,0,0.47595894
42475,0,0.0954969
42476,0,0.0015458519
42477,0,0.35676152
42478,1,0.7544477
42479,1,0.7822707
42480,0,0.0036324437
42481,0,0.15118667
42482,0,0.055962607
42483,0,0.41420004
42484,0,0.38540718
42485,0,0.049312234
42486,1,0.79958314
42487,0,0.40125063
42488,0,0.0021653373
42489,0,0.15384017
42490,0,0.08663622
42491,1,0.69440615
42492,0,0.33124006
42493,0,0.12565553
42494,0,0.16845587
42495,0,0.4255163
42496,0,0.26778176
42497,0,0.0049453103
42498,0,0.11025547
42499,0,0.05627979
42500,0,0.110457465
42501,0,0.28551507
42502,1,0.685405
42503,1,0.8478187
42504,0,0.12098689
42505,0,2.177254e-08
42506,0,0.4326528
42507,0,0.0114233885
42508,0,0.15222861
42509,0,0.14017278
42510,1,0.68263817
42511,0,0.41339907
42512,0,0.15822312
42513,0,0.016059717
42514,0,0.021433972
42515,1,0.5991178
42516,0,0.4995363
42517,1,0.6057896
42518,1,0.7617301
42519,0,0.35089228
42520,1,0.6069548
42521,0,0.03191031
42522,0,0.41784754
42523,0,0.28030923
42524,0,0.37787586
42525,1,0.8130402
42526,1,0.79095644
42527,0,0.26910365
42528,1,0.5013955
42529,0,0.24406254
42530,1,0.5810342
42531,1,0.8725661
42532,0,0.21799037
42533,0,0.4710538
42534,0,0.06345323
42535,1,0.9370546
42536,0,0.11386346
42537,0,0.10054221
42538,1,0.8164875
42539,0,0.19378684
42540,0,0.25179604
42541,0,0.23716956
42542,0,0.33413485
42543,0,0.4344402
42544,0,0.029879803
42545,1,0.8232347
42546,0,0.08986675
42547,0,0.25839853
42548,1,0.52633196
42549,0,0.2305573
42550,0,0.4525376
42551,1,0.9462878
42552,1,0.71321946
42553,0,0.009249957
42554,0,0.11537527
42555,0,0.4510534
42556,0,0.13535397
42557,0,0.30789366
42558,0,0.40235782
42559,0,0.049583003
42560,0,0.1275422
42561,1,0.69260436
42562,1,0.88130486
42563,1,0.62972
42564,1,0.52724147
42565,1,0.78516096
42566,1,0.96172845
42567,0,0.18708174
42568,0,0.05899974
42569,0,0.15743282
42570,0,0.4730291
42571,0,3.1487318e-05
42572,0,0.40566346
42573,0,0.2925236
42574,1,0.5788947
42575,1,0.7328242
42576,0,0.07338939
42577,0,0.14973074
42578,0,0.0018965834
42579,0,0.025441138
42580,0,8.0041984e-25
42581,1,0.9249802
42582,0,0.053511914
42583,0,0.01578528
42584,0,0.036896396
42585,0,0.17445336
42586,0,0.0033428082
42587,1,0.82983214
42588,0,0.30613863
42589,1,0.57575667
42590,1,0.91559213
42591,0,0.17076142
42592,0,0.16243362
42593,0,0.4489939
42594,0,0.0330662
42595,0,0.30807617
42596,1,0.5231457
42597,0,0.18918759
42598,0,0.26980665
42599,0,0.37149113
42600,0,0.00038748333
42601,1,0.5891298
42602,1,0.70031464
42603,0,0.17564858
42604,1,0.776625
42605,1,0.6282483
42606,1,0.7739739
42607,0,0.38709053
42608,0,0.28219184
42609,0,0.00014061172
42610,1,0.6599224
42611,1,0.80024767
42612,0,0.024942707
42613,0,0.032475602
42614,0,0.0057894504
42615,0,0.13639702
42616,1,0.8476154
42617,0,0.28634092
42618,1,0.5423337
42619,0,0.19481952
42620,1,0.7618527
42621,1,0.7747194
42622,0,0.44851235
42623,1,0.79559404
42624,0,0.02465095
42625,0,0.16639672
42626,1,0.8530871
42627,1,0.6366978
42628,1,0.7653248
42629,1,0.7439385
42630,1,0.8373634
42631,0,0.4584884
42632,0,0.006440287
42633,0,0.04545337
42634,0,0.31087077
42635,0,0.06465288
42636,1,0.5033998
42637,0,0.34810165
42638,0,0.01247517
42639,1,0.6177889
42640,0,0.0900332
42641,0,0.062974386
42642,0,0.2921204
42643,0,0.29122162
42644,0,0.18042219
42645,1,0.6855765
42646,1,0.7585545
42647,0,0.052975405
42648,0,0.07371405
42649,0,0.12025931
42650,1,0.7004962
42651,0,0.15414064
42652,0,0.11619826
42653,0,0.26170585
42654,0,0.13005553
42655,0,0.13915789
42656,0,0.3961775
42657,1,0.78290194
42658,0,0.059889317
42659,0,0.4866555
42660,0,0.38544613
42661,0,0.20131981
42662,1,0.88657534
42663,0,0.026447609
42664,0,0.05996415
42665,0,0.44144437
42666,1,0.7130567
42667,0,0.11027706
42668,0,0.035997294
42669,1,0.8746285
42670,1,0.87300223
42671,0,0.20071284
42672,1,0.94167024
42673,0,0.21133853
42674,0,0.0006119361
42675,0,0.29385856
42676,0,0.22321203
42677,0,0.4447596
42678,0,0.21614453
42679,0,0.16246884
42680,1,0.520271
42681,0,0.038216256
42682,1,0.8349148
42683,1,0.9277043
42684,0,0.033895705
42685,0,0.16646758
42686,0,0.27324778
42687,0,0.035965394
42688,1,0.5279897
42689,1,0.932266
42690,0,0.27411857
42691,0,0.026580796
42692,0,0.04073427
42693,1,0.59839666
42694,0,0.105167724
42695,0,0.21242553
42696,1,0.64632833
42697,0,0.24311383
42698,0,0.21962345
42699,1,0.5706171
42700,0,0.4114439
42701,0,0.010500248
42702,0,0.13040242
42703,0,0.37822956
42704,0,0.11231868
42705,0,0.017541675
42706,0,0.102160916
42707,0,0.0017784195
42708,0,0.069195636
42709,0,0.004640104
42710,0,0.30838785
42711,0,0.24648991
42712,1,0.6844045
42713,0,0.009870396
42714,0,0.087656386
42715,0,0.075984605
42716,1,0.5942625
42717,0,0.02357688
42718,0,0.04728116
42719,0,0.0350104
42720,1,0.7659757
42721,1,0.5926675
42722,0,0.33780637
42723,0,0.32083866
42724,0,0.43586433
42725,0,0.011442187
42726,0,0.06697082
42727,1,0.9146511
42728,0,0.07020199
42729,1,0.91348636
42730,0,0.4351424
42731,0,0.05357158
42732,1,0.8820561
42733,1,0.63966703
42734,0,0.14775056
42735,0,0.2916817
42736,1,0.86094177
42737,0,0.40156806
42738,0,0.017187571
42739,0,0.27243155
42740,0,0.24027601
42741,1,0.8436134
42742,0,0.025760284
42743,1,0.72611964
42744,1,0.8235424
42745,1,0.8286201
42746,0,0.052224062
42747,1,0.68665546
42748,1,0.905964
42749,1,0.52911794
42750,1,0.6290609
42751,0,0.04142352
42752,0,0.06816465
42753,0,0.36768153
42754,0,0.4047644
42755,1,0.7929396
42756,0,0.10123136
42757,0,0.045896374
42758,1,0.7402423
42759,1,0.5925174
42760,0,0.42684388
42761,0,0.02473546
42762,1,0.9173375
42763,0,0.21368477
42764,1,0.90901715
42765,0,0.4233061
42766,0,0.030857177
42767,0,0.009524542
42768,1,0.552743
42769,0,0.27955115
42770,0,0.07750678
42771,1,0.8734638
42772,0,0.14181449
42773,1,0.6424082
42774,0,0.044007875
42775,0,0.0202505
42776,0,0.04535156
42777,0,0.33185092
42778,0,0.44245532
42779,0,0.3634958
42780,0,0.031136256
42781,0,0.42985925
42782,0,0.114198714
42783,0,0.47087097
42784,1,0.70212203
42785,0,0.42369968
42786,0,2.6899045e-15
42787,1,0.59569114
42788,0,0.3763335
42789,1,0.91123295
42790,0,0.09467215
42791,0,0.037141055
42792,0,0.23352037
42793,0,0.0913675
42794,0,0.3366647
42795,1,0.7946088
42796,1,0.8362322
42797,0,0.0983083
42798,1,0.75239193
42799,0,0.04360939
42800,1,0.7541744
42801,1,0.7688993
42802,0,0.15556599
42803,0,0.09486235
42804,0,0.10551433
42805,0,0.01947424
42806,1,0.6961921
42807,0,0.22219673
42808,0,1.4631203e-05
42809,0,0.16654113
42810,1,0.83150864
42811,1,0.78610086
42812,0,0.28515744
42813,1,0.7251217
42814,1,0.6113049
42815,0,0.120423384
42816,0,0.034240235
42817,1,0.61410415
42818,0,0.25846922
42819,0,0.10581451
42820,1,0.68820477
42821,0,0.0073499167
42822,1,0.75170857
42823,1,0.79509556
42824,0,0.17466894
42825,0,0.004733349
42826,1,0.89535415
42827,0,0.45118958
42828,1,0.6518821
42829,0,0.4115536
42830,1,0.7875675
42831,1,0.9285469
42832,0,0.12244213
42833,1,0.69948554
42834,0,0.107029006
42835,1,0.85421324
42836,0,0.4144414
42837,1,0.7923124
42838,0,0.05438862
42839,1,0.7818367
42840,0,0.02215611
42841,0,0.0003271829
42842,0,0.17327628
42843,1,0.775616
42844,0,0.39556962
42845,0,0.0342052
42846,1,0.77887625
42847,0,0.09045864
42848,0,0.012917123
42849,0,0.031561047
42850,0,0.13630764
42851,1,0.5374022
42852,1,0.58623886
42853,1,0.8017336
42854,0,0.043198716
42855,0,0.016133456
42856,0,0.15161659
42857,1,0.8640932
42858,0,0.13109647
42859,0,0.013279827
42860,0,0.42847985
42861,0,0.0436767
42862,0,0.0037944824
42863,0,0.03054158
42864,1,0.91034865
42865,1,0.7490602
42866,0,0.12692915
42867,0,0.19923541
42868,1,0.8397657
42869,0,0.022250628
42870,0,0.1002242
42871,1,0.8754727
42872,0,0.22503501
42873,0,0.123808995
42874,0,0.30899432
42875,1,0.6001107
42876,1,0.6411124
42877,0,0.32975134
42878,0,0.45828953
42879,1,0.65747845
42880,0,0.020081546
42881,0,0.0042063883
42882,1,0.80954105
42883,1,0.743667
42884,0,0.14343953
42885,1,0.89024013
42886,1,0.8452367
42887,0,0.20955591
42888,0,0.27961922
42889,1,0.9068085
42890,1,0.7824791
42891,0,0.15255815
42892,0,0.280839
42893,0,0.12761164
42894,0,0.018522676
42895,0,0.4796495
42896,0,0.1655998
42897,1,0.5250872
42898,1,0.89966565
42899,0,0.13810037
42900,0,0.29317734
42901,1,0.63225526
42902,0,0.13142912
42903,1,0.5520318
42904,1,0.57611376
42905,0,0.07062933
42906,0,0.2004638
42907,1,0.62985235
42908,1,0.67899936
42909,0,0.21723579
42910,0,0.021692298
42911,1,0.93591547
42912,0,0.32514203
42913,0,0.15010884
42914,0,0.28413865
42915,1,0.5545867
42916,0,0.0047587035
42917,0,0.03457165
42918,0,0.39684826
42919,0,0.33406422
42920,0,0.3286336
42921,1,0.8080383
42922,1,0.7448043
42923,1,0.9515422
42924,1,0.766202
42925,1,0.50911963
42926,0,0.032813907
42927,0,0.06081296
42928,1,0.52721524
42929,0,0.037990607
42930,1,0.6551414
42931,0,0.39938945
42932,1,0.8942502
42933,0,0.066968575
42934,1,0.9546881
42935,0,0.1913445
42936,1,0.8200533
42937,1,0.8087531
42938,1,0.93511325
42939,0,0.24893355
42940,1,0.6659415
42941,1,0.5073821
42942,0,0.13219877
42943,1,0.81186
42944,0,0.19879356
42945,1,0.75510824
42946,0,0.30849627
42947,0,0.097084776
42948,1,0.61573815
42949,0,0.025923785
42950,1,0.7421822
42951,0,0.120163135
42952,0,0.31437606
42953,1,0.8580696
42954,1,0.65867126
42955,1,0.90767974
42956,0,0.3662779
42957,1,0.58257824
42958,0,0.42821714
42959,0,0.27151164
42960,0,0.078293025
42961,1,0.5961593
42962,1,0.93349624
42963,0,0.15676221
42964,0,0.034443364
42965,0,0.0028774845
42966,1,0.9030193
42967,1,0.75199467
42968,0,0.0052380515
42969,0,0.2950341
42970,0,0.13786389
42971,0,0.32886234
42972,1,0.82604796
42973,1,0.7969915
42974,0,0.04482869
42975,0,0.32082865
42976,0,0.2732457
42977,0,0.11728938
42978,1,0.8216711
42979,0,0.11524016
42980,1,0.6138727
42981,0,0.24534108
42982,0,0.20737168
42983,0,0.18631223
42984,0,0.46947756
42985,1,0.6304618
42986,1,0.5014817
42987,1,0.9615589
42988,0,0.07023357
42989,0,0.20570154
42990,1,0.75756794
42991,0,0.07200602
42992,0,0.055127833
42993,0,0.069899425
42994,1,0.5666792
42995,1,0.76395965
42996,0,0.24246575
42997,0,0.46217707
42998,1,0.8480175
42999,1,0.82547104
43000,0,0.398342
43001,0,0.17446344
43002,0,0.40582773
43003,1,0.70699424
43004,1,0.8111908
43005,0,0.3743238
43006,1,0.77409434
43007,0,0.3013832
43008,0,0.36724424
43009,0,0.13881367
43010,1,0.6401247
43011,0,0.1456721
43012,0,0.41514495
43013,0,0.4376697
43014,1,0.6913746
43015,0,0.11946833
43016,0,0.39122495
43017,0,0.28542876
43018,0,0.041833084
43019,0,0.37669414
43020,1,0.7982566
43021,0,0.2848037
43022,0,0.41223451
43023,1,0.72398126
43024,0,0.05362825
43025,1,0.53588915
43026,1,0.7449258
43027,0,0.08181115
43028,0,0.31046942
43029,1,0.59877604
43030,0,0.13787201
43031,0,0.052238256
43032,0,0.01783126
43033,1,0.8226148
43034,0,0.3471018
43035,0,0.35937396
43036,0,0.035189245
43037,0,0.023515677
43038,0,0.45819333
43039,0,0.30099037
43040,0,0.22671539
43041,0,0.13219425
43042,0,3.2002693e-22
43043,1,0.77912194
43044,0,0.060674906
43045,0,0.16508278
43046,1,0.81327367
43047,0,0.18914984
43048,0,0.17725237
43049,0,0.15362349
43050,1,0.58494246
43051,0,0.14037342
43052,0,0.023289105
43053,1,0.7184387
43054,0,0.2441689
43055,0,0.1445167
43056,0,0.16817775
43057,0,0.124489754
43058,1,0.89640886
43059,1,0.8277392
43060,0,0.011215678
43061,0,0.08203367
43062,0,0.21027918
43063,1,0.63530076
43064,1,0.87746924
43065,1,0.5605294
43066,0,0.24920565
43067,0,0.23915857
43068,1,0.70151
43069,0,0.041207895
43070,0,0.17741501
43071,0,0.00034554116
43072,0,0.010424185
43073,0,0.30522424
43074,1,0.77243435
43075,0,0.15348019
43076,0,0.0040754913
43077,0,0.3890752
43078,0,0.3684595
43079,1,0.60112005
43080,0,0.117230125
43081,0,0.096025735
43082,0,0.14114317
43083,0,0.24665649
43084,0,0.017102143
43085,0,0.00081446057
43086,0,0.04008088
43087,1,0.5445227
43088,0,0.36331734
43089,1,0.88853437
43090,0,0.4542216
43091,1,0.85237163
43092,0,0.011430311
43093,1,0.9281138
43094,0,0.3099598
43095,0,0.0064058243
43096,1,0.7348098
43097,0,0.14363693
43098,1,0.5944101
43099,1,0.77915263
43100,0,0.39401495
43101,0,0.44445565
43102,1,0.71371484
43103,0,0.044157393
43104,0,0.05137499
43105,1,0.626174
43106,0,0.4021952
43107,1,0.5892123
43108,0,0.047543533
43109,0,0.22952
43110,1,0.77571523
43111,0,0.34082368
43112,1,0.81806517
43113,0,0.15425012
43114,1,0.74936974
43115,0,0.39750397
43116,1,0.6016385
43117,0,0.19004959
43118,0,0.06674818
43119,1,0.737551
43120,1,0.8477549
43121,0,0.07825648
43122,1,0.5098946
43123,1,0.6334809
43124,1,0.85122144
43125,1,0.7261114
43126,0,0.3300498
43127,1,0.55433464
43128,1,0.9311014
43129,1,0.6325015
43130,0,0.32059187
43131,1,0.5761633
43132,0,0.24053206
43133,1,0.8467512
43134,1,0.6113164
43135,1,0.5760921
43136,0,0.3625566
43137,0,0.3524355
43138,0,0.07710061
43139,0,0.21000078
43140,0,0.19958448
43141,0,0.1074581
43142,1,0.9338485
43143,0,0.4114471
43144,1,0.76300764
43145,1,0.9146983
43146,0,0.05553872
43147,0,0.2827572
43148,1,0.81161
43149,0,0.0810026
43150,1,0.78046364
43151,0,0.1303061
43152,0,0.025491776
43153,0,0.16568777
43154,0,0.06754009
43155,0,0.18919487
43156,0,0.027040107
43157,0,0.03387505
43158,1,0.71321946
43159,0,0.37236232
43160,1,0.9135976
43161,0,0.13306281
43162,0,0.47120172
43163,0,0.035859868
43164,0,0.036536314
43165,1,0.6789142
43166,0,0.022842135
43167,0,0.0032808539
43168,0,0.0026717354
43169,1,0.51215935
43170,0,0.19203587
43171,1,0.9184148
43172,1,0.94799757
43173,0,0.34573644
43174,1,0.8922624
43175,1,0.93307555
43176,0,0.23114654
43177,0,0.05688778
43178,0,0.021403586
43179,1,0.53464365
43180,1,0.826676
43181,0,0.16820261
43182,1,0.9263153
43183,0,0.015226756
43184,0,0.37289628
43185,1,0.92050344
43186,0,3.284281e-08
43187,1,0.6303182
43188,0,0.4664855
43189,0,0.06254119
43190,0,0.27438653
43191,0,0.33075184
43192,1,0.64782476
43193,0,0.3653067
43194,1,0.5381078
43195,0,0.09852663
43196,1,0.6274864
43197,0,0.22980222
43198,1,0.82860696
43199,0,0.0046058306
43200,0,0.3164735
43201,1,0.77961534
43202,0,0.040669713
43203,0,0.06169234
43204,0,0.41051528
43205,0,0.13177073
43206,1,0.7922755
43207,0,0.0032375772
43208,1,0.92776656
43209,0,0.21627714
43210,0,0.29536536
43211,1,0.6230362
43212,1,0.50725627
43213,0,0.47518742
43214,0,0.07352832
43215,0,0.19550242
43216,1,0.51040596
43217,0,0.033132
43218,1,0.62726223
43219,0,0.00033773386
43220,1,0.54714173
43221,1,0.5814255
43222,0,0.3790057
43223,0,0.009190216
43224,0,0.06810347
43225,0,0.1584137
43226,1,0.64617145
43227,1,0.68401307
43228,0,0.07473361
43229,0,0.15119983
43230,0,6.8565394e-05
43231,1,0.61595553
43232,1,0.52159995
43233,0,0.12669249
43234,0,0.06346949
43235,0,0.0035988942
43236,0,0.0009980163
43237,0,0.20964894
43238,0,0.105099574
43239,0,0.14087711
43240,0,0.11741733
43241,0,0.4283125
43242,0,0.18011194
43243,1,0.6831734
43244,1,0.8204228
43245,1,0.57016295
43246,0,0.005761929
43247,0,0.1433699
43248,1,0.6045546
43249,1,0.78282213
43250,1,0.8824651
43251,1,0.52297163
43252,1,0.939141
43253,0,0.036335684
43254,1,0.79077756
43255,1,0.7655403
43256,1,0.843751
43257,0,0.055974554
43258,1,0.89094305
43259,0,0.0033296912
43260,1,0.9054057
43261,0,0.4140398
43262,0,0.11960991
43263,1,0.5114619
43264,0,0.45862275
43265,1,0.6636579
43266,1,0.6934243
43267,0,0.10252962
43268,0,0.087155305
43269,0,0.0023251516
43270,1,0.79084533
43271,0,0.13576092
43272,0,0.49199075
43273,1,0.9097518
43274,0,0.032850757
43275,0,0.35404447
43276,0,0.40591234
43277,0,0.23712723
43278,1,0.9579267
43279,1,0.8071578
43280,0,0.3101377
43281,0,0.037382588
43282,0,0.43827036
43283,1,0.8019583
43284,0,0.085033394
43285,0,0.14760068
43286,0,0.47361326
43287,0,0.3881686
43288,0,0.28322208
43289,1,0.8379691
43290,0,0.006193833
43291,0,0.10465408
43292,0,0.10844036
43293,1,0.8603794
43294,0,0.44378316
43295,0,0.36813402
43296,1,0.8527917
43297,0,0.42474914
43298,0,0.04590094
43299,0,0.04742937
43300,0,0.07533088
43301,0,0.2651374
43302,0,0.29094568
43303,0,0.42504326
43304,0,0.23889609
43305,0,0.14152274
43306,1,0.8055337
43307,0,0.038502213
43308,1,0.67908573
43309,1,0.89893854
43310,0,0.4152037
43311,0,0.23898242
43312,0,0.031026267
43313,1,0.7914613
43314,0,0.42399603
43315,1,0.9217612
43316,0,0.48087364
43317,0,0.1646411
43318,0,0.32845777
43319,0,0.2164313
43320,1,0.71289474
43321,1,0.7969149
43322,0,0.26894778
43323,1,0.92009956
43324,0,0.44354874
43325,0,0.22393277
43326,0,0.0070571755
43327,1,0.78580165
43328,0,0.3619213
43329,0,0.3832518
43330,0,0.19975728
43331,0,0.08034053
43332,1,0.9512287
43333,0,0.2971604
43334,0,0.4489666
43335,0,0.020969009
43336,0,0.0065370784
43337,1,0.7212977
43338,1,0.5642619
43339,0,0.083372355
43340,0,0.05561476
43341,1,0.89633423
43342,1,0.69962174
43343,1,0.796326
43344,0,0.10814494
43345,0,0.23350193
43346,1,0.79428846
43347,1,0.5272204
43348,1,0.93903244
43349,0,0.08462013
43350,0,0.06381447
43351,1,0.8102267
43352,1,0.6878068
43353,1,0.8301842
43354,1,0.7772154
43355,0,0.4839161
43356,0,1.5285734e-05
43357,1,0.8503603
43358,0,0.008940485
43359,0,0.20179583
43360,0,0.3460864
43361,0,0.026570695
43362,0,0.105335735
43363,0,0.06021338
